step,layer_idx,g_task_abs_mean,g_penalty_abs_mean,penalty_to_task_ratio,sqrt_v_hat_mean,update_abs_mean,lambda,flops_fraction,violation
400,124,6.605e-07,5.473e-06,8.286e+00,2.380e-06,1.222e-03,0.3370,0.5297,0.0297
400,125,1.356e-06,5.451e-06,4.019e+00,2.581e-06,1.131e-03,0.3370,0.5297,0.0297
400,129,2.169e-06,5.433e-06,2.504e+00,2.940e-06,1.072e-03,0.3370,0.5297,0.0297
400,130,4.951e-06,5.352e-06,1.081e+00,4.178e-06,7.572e-04,0.3370,0.5297,0.0297
400,134,2.998e-06,5.408e-06,1.804e+00,3.561e-06,9.786e-04,0.3370,0.5297,0.0297
400,135,6.807e-06,5.305e-06,7.793e-01,6.115e-06,5.780e-04,0.3370,0.5297,0.0297
400,139,2.532e-07,5.480e-06,2.164e+01,2.313e-06,1.254e-03,0.3370,0.5297,0.0297
400,140,4.976e-07,5.469e-06,1.099e+01,2.408e-06,1.210e-03,0.3370,0.5297,0.0297
500,22,1.651e-07,5.729e-06,3.471e+01,2.568e-06,1.165e-03,0.3534,0.5032,0.0032
500,23,3.661e-07,5.736e-06,1.567e+01,2.573e-06,1.160e-03,0.3534,0.5032,0.0032
500,27,3.194e-06,5.700e-06,1.785e+00,3.505e-06,9.380e-04,0.3534,0.5032,0.0032
500,28,6.721e-06,5.611e-06,8.349e-01,5.379e-06,6.275e-04,0.3534,0.5032,0.0032
500,32,2.394e-07,5.732e-06,2.394e+01,2.579e-06,1.163e-03,0.3534,0.5032,0.0032
500,33,5.237e-07,5.740e-06,1.096e+01,2.600e-06,1.151e-03,0.3534,0.5032,0.0032
500,37,2.743e-06,5.699e-06,2.078e+00,3.673e-06,9.249e-04,0.3534,0.5032,0.0032
500,38,6.394e-06,5.595e-06,8.751e-01,5.961e-06,5.982e-04,0.3534,0.5032,0.0032
500,56,1.628e-07,5.731e-06,3.520e+01,2.575e-06,1.165e-03,0.3534,0.5032,0.0032
500,57,3.561e-07,5.739e-06,1.611e+01,2.590e-06,1.161e-03,0.3534,0.5032,0.0032
500,61,3.848e-06,5.690e-06,1.478e+00,3.917e-06,8.977e-04,0.3534,0.5032,0.0032
500,62,7.403e-06,5.595e-06,7.558e-01,5.965e-06,5.775e-04,0.3534,0.5032,0.0032
500,66,1.252e-06,5.729e-06,4.577e+00,2.895e-06,1.069e-03,0.3534,0.5032,0.0032
500,67,2.613e-06,5.700e-06,2.182e+00,3.516e-06,9.109e-04,0.3534,0.5032,0.0032
500,71,1.473e-06,5.732e-06,3.891e+00,2.826e-06,1.081e-03,0.3534,0.5032,0.0032
500,72,3.157e-06,5.710e-06,1.808e+00,3.379e-06,9.214e-04,0.3534,0.5032,0.0032
500,90,4.434e-06,5.666e-06,1.278e+00,4.647e-06,8.051e-04,0.3534,0.5032,0.0032
500,91,8.566e-06,5.560e-06,6.490e-01,7.608e-06,4.764e-04,0.3534,0.5032,0.0032
500,95,5.532e-07,5.737e-06,1.037e+01,2.622e-06,1.140e-03,0.3534,0.5032,0.0032
500,96,1.049e-06,5.744e-06,5.477e+00,2.718e-06,1.091e-03,0.3534,0.5032,0.0032
500,100,4.996e-08,5.726e-06,1.146e+02,2.569e-06,1.166e-03,0.3534,0.5032,0.0032
500,101,1.076e-07,5.727e-06,5.323e+01,2.569e-06,1.166e-03,0.3534,0.5032,0.0032
500,105,8.812e-07,5.736e-06,6.509e+00,2.641e-06,1.142e-03,0.3534,0.5032,0.0032
500,106,2.031e-06,5.737e-06,2.825e+00,2.821e-06,1.073e-03,0.3534,0.5032,0.0032
500,124,8.227e-07,5.738e-06,6.974e+00,2.675e-06,1.129e-03,0.3534,0.5032,0.0032
500,125,1.726e-06,5.741e-06,3.326e+00,2.864e-06,1.057e-03,0.3534,0.5032,0.0032
500,129,1.825e-06,5.720e-06,3.135e+00,3.200e-06,1.010e-03,0.3534,0.5032,0.0032
500,130,4.086e-06,5.659e-06,1.385e+00,4.377e-06,7.438e-04,0.3534,0.5032,0.0032
500,134,3.137e-06,5.704e-06,1.818e+00,3.797e-06,9.281e-04,0.3534,0.5032,0.0032
500,135,7.937e-06,5.605e-06,7.062e-01,6.271e-06,5.695e-04,0.3534,0.5032,0.0032
500,139,2.318e-07,5.735e-06,2.474e+01,2.608e-06,1.152e-03,0.3534,0.5032,0.0032
500,140,4.990e-07,5.744e-06,1.151e+01,2.688e-06,1.120e-03,0.3534,0.5032,0.0032
600,22,1.545e-07,0.000e+00,0.000e+00,2.348e-06,1.238e-05,0.3518,0.4977,-0.0023
600,23,3.513e-07,0.000e+00,0.000e+00,2.357e-06,2.953e-05,0.3518,0.4977,-0.0023
600,27,2.891e-06,0.000e+00,0.000e+00,3.331e-06,1.463e-04,0.3518,0.4977,-0.0023
600,28,6.467e-06,0.000e+00,0.000e+00,5.256e-06,2.188e-04,0.3518,0.4977,-0.0023
600,32,1.614e-07,0.000e+00,0.000e+00,2.359e-06,1.657e-05,0.3518,0.4977,-0.0023
600,33,3.301e-07,0.000e+00,0.000e+00,2.384e-06,3.227e-05,0.3518,0.4977,-0.0023
600,37,3.097e-06,0.000e+00,0.000e+00,3.515e-06,1.567e-04,0.3518,0.4977,-0.0023
600,38,6.690e-06,0.000e+00,0.000e+00,5.864e-06,2.292e-04,0.3518,0.4977,-0.0023
600,56,1.018e-07,0.000e+00,0.000e+00,2.354e-06,1.178e-05,0.3518,0.4977,-0.0023
600,57,1.959e-07,0.000e+00,0.000e+00,2.371e-06,2.419e-05,0.3518,0.4977,-0.0023
600,61,3.708e-06,0.000e+00,0.000e+00,3.747e-06,1.592e-04,0.3518,0.4977,-0.0023
600,62,7.338e-06,0.000e+00,0.000e+00,5.855e-06,2.238e-04,0.3518,0.4977,-0.0023
600,66,1.559e-06,0.000e+00,0.000e+00,2.697e-06,8.417e-05,0.3518,0.4977,-0.0023
600,67,3.303e-06,0.000e+00,0.000e+00,3.356e-06,1.486e-04,0.3518,0.4977,-0.0023
600,71,9.957e-07,0.000e+00,0.000e+00,2.632e-06,9.367e-05,0.3518,0.4977,-0.0023
600,72,1.935e-06,0.000e+00,0.000e+00,3.224e-06,1.500e-04,0.3518,0.4977,-0.0023
600,90,5.414e-06,0.000e+00,0.000e+00,4.500e-06,1.892e-04,0.3518,0.4977,-0.0023
