step,layer_idx,layer_name,mean,std,min,max,frac_active,num_neurons
3500,125,ElasticLinear,0.3810,1.5209,-2.0764,2.9941,0.5104,192
3500,129,ElasticLinear,-0.0538,0.6079,-1.6516,1.9585,0.3867,768
3500,130,ElasticLinear,0.1294,0.8932,-1.6597,2.2109,0.5208,192
3500,134,ElasticLinear,-0.0330,0.8566,-2.1061,2.7138,0.4401,768
3500,135,ElasticLinear,0.1611,1.2185,-2.0248,2.5808,0.5156,192
3500,139,ElasticLinear,-0.1921,0.0116,-0.2398,-0.1255,0.0000,768
3500,140,ElasticLinear,-0.1894,0.0196,-0.2529,-0.1256,0.0000,192
4000,22,ElasticLinear,-0.0184,0.9869,-2.2245,2.8068,0.4609,768
4000,23,ElasticLinear,0.2155,1.2954,-1.9634,2.7787,0.5260,192
4000,27,ElasticLinear,-0.1993,0.0702,-0.6873,0.0922,0.0221,768
4000,28,ElasticLinear,-0.1982,0.1125,-0.6497,0.0742,0.0677,192
4000,32,ElasticLinear,0.0713,1.4277,-2.4278,3.3015,0.4922,768
4000,33,ElasticLinear,0.4365,1.6832,-2.6106,3.3413,0.5729,192
4000,37,ElasticLinear,0.1951,1.4898,-2.6895,3.4317,0.5182,768
4000,38,ElasticLinear,0.5651,1.7670,-2.6833,3.4092,0.5677,192
4000,56,ElasticLinear,-0.1854,0.2185,-1.5774,0.9204,0.0846,768
4000,57,ElasticLinear,-0.1522,0.3826,-1.1912,0.8188,0.2448,192
4000,61,ElasticLinear,-0.2003,0.0550,-0.4717,0.0750,0.0117,768
4000,62,ElasticLinear,-0.2001,0.0927,-0.5323,0.0683,0.0312,192
4000,66,ElasticLinear,0.0505,1.0894,-2.5056,2.8125,0.4792,768
4000,67,ElasticLinear,0.3409,1.3442,-2.2074,2.7742,0.5521,192
4000,71,ElasticLinear,0.3997,1.6782,-2.7192,3.5570,0.5534,768
4000,72,ElasticLinear,0.8493,1.8035,-2.3933,3.5783,0.6146,192
4000,90,ElasticLinear,0.1387,1.3021,-2.4223,3.0008,0.5299,768
4000,91,ElasticLinear,0.4064,1.6068,-2.4456,3.1519,0.5417,192
4000,95,ElasticLinear,-0.1104,0.5758,-2.0174,2.0068,0.3372,768
4000,96,ElasticLinear,0.0526,0.8737,-2.0322,2.0298,0.4948,192
4000,100,ElasticLinear,0.0836,1.3929,-2.4583,3.3050,0.4883,768
4000,101,ElasticLinear,0.3739,1.6141,-2.2524,3.3480,0.5260,192
4000,105,ElasticLinear,-0.0174,0.9904,-2.3114,3.0439,0.4518,768
4000,106,ElasticLinear,0.2714,1.2702,-2.1927,2.7016,0.5573,192
4000,124,ElasticLinear,0.2259,1.5483,-2.5417,3.3092,0.5260,768
4000,125,ElasticLinear,0.4068,1.7255,-2.4186,3.3392,0.5104,192
4000,129,ElasticLinear,-0.0482,0.7291,-1.9462,2.2224,0.4167,768
4000,130,ElasticLinear,0.1462,1.0463,-1.9504,2.4896,0.5208,192
4000,134,ElasticLinear,-0.0261,1.0378,-2.5006,3.0810,0.4544,768
4000,135,ElasticLinear,0.1939,1.4315,-2.3868,2.9617,0.5260,192
4000,139,ElasticLinear,-0.2001,0.0146,-0.2684,-0.1276,0.0000,768
4000,140,ElasticLinear,-0.1978,0.0247,-0.2893,-0.1247,0.0000,192
4500,22,ElasticLinear,-0.0177,1.1368,-2.5959,3.1171,0.4635,768
4500,23,ElasticLinear,0.2340,1.4600,-2.3084,3.0655,0.5312,192
4500,27,ElasticLinear,-0.2091,0.0896,-0.8380,0.1521,0.0299,768
4500,28,ElasticLinear,-0.2079,0.1434,-0.7813,0.1352,0.0781,192
4500,32,ElasticLinear,0.0709,1.6390,-2.8282,3.6638,0.4987,768
4500,33,ElasticLinear,0.4911,1.8963,-2.9969,3.6891,0.5729,192
4500,37,ElasticLinear,0.2108,1.6882,-3.1062,3.7751,0.5234,768
4500,38,ElasticLinear,0.6120,1.9677,-3.0471,3.7578,0.5729,192
4500,56,ElasticLinear,-0.1913,0.2792,-1.8769,1.1866,0.1159,768
4500,57,ElasticLinear,-0.1480,0.4881,-1.4102,1.0507,0.2656,192
4500,61,ElasticLinear,-0.2099,0.0745,-0.5755,0.1568,0.0195,768
4500,62,ElasticLinear,-0.2096,0.1261,-0.6588,0.1494,0.0677,192
4500,66,ElasticLinear,0.0538,1.2531,-2.9161,3.1380,0.4844,768
4500,67,ElasticLinear,0.3770,1.5131,-2.5463,3.0795,0.5521,192
4500,71,ElasticLinear,0.4307,1.8917,-3.1315,3.9349,0.5534,768
4500,72,ElasticLinear,0.9322,2.0084,-2.7184,3.9586,0.6094,192
4500,90,ElasticLinear,0.1559,1.4960,-2.8141,3.3336,0.5378,768
4500,91,ElasticLinear,0.4442,1.8042,-2.8213,3.5008,0.5417,192
4500,95,ElasticLinear,-0.1075,0.6918,-2.3584,2.3019,0.3750,768
4500,96,ElasticLinear,0.0834,1.0263,-2.3549,2.3272,0.5208,192
4500,100,ElasticLinear,0.0826,1.5775,-2.8249,3.6351,0.4896,768
4500,101,ElasticLinear,0.4074,1.8012,-2.5496,3.6874,0.5156,192
4500,105,ElasticLinear,-0.0142,1.1458,-2.6555,3.3626,0.4583,768
4500,106,ElasticLinear,0.3129,1.4402,-2.4885,2.9860,0.5677,192
4500,124,ElasticLinear,0.2354,1.7428,-2.9341,3.6468,0.5260,768
4500,125,ElasticLinear,0.4402,1.9228,-2.7657,3.6805,0.5104,192
4500,129,ElasticLinear,-0.0420,0.8541,-2.2250,2.4794,0.4401,768
4500,130,ElasticLinear,0.1670,1.1975,-2.2248,2.7627,0.5260,192
4500,134,ElasticLinear,-0.0182,1.2251,-2.8996,3.4409,0.4674,768
4500,135,ElasticLinear,0.2323,1.6404,-2.7487,3.3270,0.5260,192
4500,139,ElasticLinear,-0.2106,0.0179,-0.2991,-0.1293,0.0000,768
4500,140,ElasticLinear,-0.2084,0.0302,-0.3271,-0.1228,0.0000,192
5000,22,ElasticLinear,-0.0143,1.2871,-2.9712,3.4227,0.4740,768
5000,23,ElasticLinear,0.2572,1.6219,-2.6734,3.3441,0.5312,192
5000,27,ElasticLinear,-0.2188,0.1118,-1.0049,0.2275,0.0391,768
5000,28,ElasticLinear,-0.2174,0.1789,-0.9225,0.2035,0.1042,192
5000,32,ElasticLinear,0.0720,1.8466,-3.2223,4.0106,0.5065,768
5000,33,ElasticLinear,0.5505,2.1018,-3.3542,4.0358,0.5729,192
5000,37,ElasticLinear,0.2282,1.8869,-3.5296,4.1185,0.5221,768
5000,38,ElasticLinear,0.6618,2.1653,-3.4052,4.1034,0.5781,192
5000,56,ElasticLinear,-0.1956,0.3467,-2.2070,1.4708,0.1497,768
